temperatura,vibracao,pressao,horas_uso,material,turno,operador,falha
96.0,0.3257389314097912,95.0,2374.0,aço,manhã,junior,sem falha
66.0,2.765001813689476,120.0,2580.0,aço,manhã,pleno,sem falha
71.0,1.7589147344415517,105.0,6899.0,ferro,tarde,senior,sem falha
117.0,2.419831174610839,121.0,8647.0,alumínio,manhã,senior,falha
118.0,3.104534767641274,120.0,4774.0,aço,noite,senior,sem falha
86.0,4.357125369507319,72.0,3622.0,ferro,tarde,junior,sem falha
98.0,3.3433177247124504,83.0,6204.0,alumínio,manhã,pleno,falha
62.0,,118.0,5919.0,alumínio,tarde,junior,sem falha
83.0,4.115196482984789,,263.0,alumínio,noite,senior,sem falha
102.0,4.5373524741083475,70.0,7022.0,aço,,junior,falha
100.0,0.6868238355177664,126.0,3481.0,aço,manhã,pleno,sem falha
52.0,2.7064715900086784,86.0,2164.0,aço,manhã,senior,sem falha
91.0,1.4941086027379764,119.0,6689.0,alumínio,noite,junior,sem falha
81.0,0.3305998695970423,83.0,7547.0,alumínio,tarde,pleno,sem falha
100.0,3.3758788060585285,128.0,,aço,manhã,junior,sem falha
95.0,4.327576809550205,72.0,3987.0,aço,tarde,junior,sem falha
70.0,0.8982230069392309,109.0,439.0,alumínio,tarde,senior,sem falha
93.0,4.0808269223571125,135.0,4921.0,alumínio,tarde,pleno,sem falha
60.0,4.281639094331014,103.0,3881.0,ferro,noite,junior,sem falha
117.0,4.58026816906577,78.0,3690.0,ferro,noite,pleno,sem falha
50.0,1.399896936521657,90.0,5230.0,aço,,senior,sem falha
112.0,4.529370019430457,94.0,7791.0,alumínio,manhã,senior,falha
73.0,1.6712474982085181,113.0,9937.0,alumínio,,senior,sem falha
62.0,2.8064562659319643,94.0,7415.0,ferro,tarde,pleno,sem falha
60.0,0.34748660707818246,78.0,7833.0,alumínio,tarde,,sem falha
100.0,0.31501733300684365,131.0,5149.0,aço,noite,junior,sem falha
66.0,3.6298287423877946,95.0,,ferro,noite,pleno,sem falha
73.0,2.2779518920911763,126.0,738.0,alumínio,manhã,senior,sem falha
,1.3558326393091662,,7809.0,alumínio,tarde,junior,sem falha
86.0,1.03302613052206,85.0,5243.0,aço,tarde,pleno,sem falha
57.0,3.3827721052101687,106.0,1324.0,alumínio,noite,senior,sem falha
77.0,0.10196756572416538,145.0,4345.0,ferro,manhã,senior,sem falha
54.0,4.048866729064586,93.0,9841.0,ferro,tarde,junior,sem falha
,0.4883230700366512,95.0,5523.0,alumínio,tarde,senior,sem falha
85.0,1.0382991130497854,89.0,6707.0,alumínio,manhã,pleno,sem falha
,1.9925583369655393,78.0,7507.0,alumínio,tarde,senior,sem falha
113.0,2.475807824608908,98.0,9797.0,alumínio,noite,junior,falha
60.0,1.8394760674883153,100.0,8173.0,ferro,manhã,senior,sem falha
103.0,1.6714896084230402,88.0,8252.0,aço,tarde,senior,sem falha
94.0,4.823188459158623,89.0,9667.0,ferro,tarde,pleno,falha
96.0,3.2437404380926322,96.0,8959.0,,noite,pleno,falha
61.0,0.21482148130020223,,5868.0,alumínio,noite,pleno,sem falha
70.0,2.2078619513771347,104.0,2474.0,ferro,noite,pleno,sem falha
60.0,4.387542628745454,140.0,4190.0,,tarde,senior,sem falha
54.0,1.5771353134122732,91.0,1115.0,alumínio,tarde,pleno,sem falha
105.0,0.5633260893945023,143.0,435.0,,tarde,senior,sem falha
69.0,3.8160853807905974,84.0,180.0,alumínio,manhã,pleno,sem falha
90.0,3.0694677764867984,82.0,2234.0,ferro,noite,pleno,sem falha
95.0,2.8945312883498695,73.0,357.0,alumínio,manhã,pleno,sem falha
61.0,0.3625251420762988,125.0,284.0,ferro,noite,senior,sem falha
119.0,0.7884451479980349,92.0,6941.0,alumínio,tarde,pleno,sem falha
66.0,3.1504920414442577,103.0,222.0,,manhã,senior,sem falha
68.0,1.1183368231482957,86.0,8156.0,aço,manhã,pleno,sem falha
75.0,2.5699433907672793,97.0,7363.0,ferro,noite,pleno,
,2.769920261544028,83.0,4800.0,aço,manhã,junior,sem falha
101.0,1.4891852323276034,103.0,6758.0,alumínio,manhã,pleno,
119.0,4.747283262153315,144.0,3614.0,ferro,tarde,senior,sem falha
104.0,4.228074123494318,126.0,5733.0,ferro,noite,junior,falha
82.0,3.639630187400713,146.0,6177.0,alumínio,manhã,senior,sem falha
111.0,0.4821699454061046,124.0,1494.0,alumínio,tarde,senior,sem falha
,0.6200370946141953,135.0,2452.0,alumínio,manhã,junior,
64.0,2.514628594738283,106.0,9600.0,ferro,tarde,pleno,
76.0,0.8874954110358299,137.0,6061.0,alumínio,manhã,junior,sem falha
113.0,4.893500771294423,145.0,4044.0,aço,tarde,senior,sem falha
100.0,0.8767491467343064,95.0,6505.0,ferro,,pleno,sem falha
102.0,2.4885923937734726,130.0,590.0,alumínio,,junior,sem falha
100.0,1.8841931785233768,136.0,1154.0,ferro,tarde,senior,sem falha
96.0,3.2329934651250802,143.0,801.0,aço,manhã,pleno,
53.0,0.7322784035581821,121.0,3034.0,aço,tarde,senior,sem falha
56.0,2.2085504974077157,87.0,5487.0,alumínio,tarde,pleno,sem falha
84.0,1.446054660755004,122.0,6137.0,ferro,manhã,pleno,sem falha
97.0,4.449982470891271,132.0,4795.0,alumínio,manhã,junior,sem falha
94.0,0.2988699894600059,122.0,9426.0,ferro,tarde,pleno,sem falha
68.0,4.57726472063165,96.0,8371.0,alumínio,manhã,senior,sem falha
112.0,4.181671278909702,100.0,9127.0,alumínio,tarde,pleno,
87.0,1.558096510559996,70.0,8943.0,ferro,tarde,senior,sem falha
116.0,3.9675242079178132,75.0,516.0,ferro,tarde,pleno,sem falha
108.0,0.252946445659863,80.0,5666.0,aço,manhã,pleno,sem falha
118.0,4.8376411964376285,103.0,5273.0,aço,noite,junior,falha
62.0,2.680315218689968,132.0,6099.0,ferro,noite,pleno,sem falha
96.0,1.586077027720682,122.0,3966.0,aço,tarde,pleno,sem falha
110.0,1.8766577417139179,87.0,9037.0,aço,tarde,senior,sem falha
80.0,0.4253862319564371,90.0,2102.0,ferro,manhã,senior,sem falha
71.0,4.947812618805992,88.0,339.0,ferro,noite,senior,sem falha
,,73.0,2044.0,ferro,noite,pleno,sem falha
116.0,3.3090449034245095,146.0,6661.0,alumínio,noite,senior,falha
103.0,2.269406045761646,98.0,9147.0,ferro,manhã,senior,falha
59.0,4.749689469124704,94.0,5967.0,ferro,manhã,pleno,sem falha
91.0,1.3053987275032966,125.0,3294.0,ferro,manhã,senior,sem falha
113.0,2.707225437296256,,,aço,tarde,junior,falha
70.0,2.46354542205549,,6459.0,ferro,manhã,junior,sem falha
115.0,3.5440455758454967,96.0,7687.0,aço,tarde,senior,falha
90.0,0.4332501365668605,129.0,4904.0,alumínio,tarde,senior,sem falha
73.0,1.0495667371144388,118.0,1453.0,ferro,tarde,senior,sem falha
84.0,1.1513676184549644,134.0,2980.0,ferro,tarde,pleno,sem falha
105.0,3.7169386987242796,107.0,779.0,aço,,junior,sem falha
79.0,1.0267796120010264,121.0,8778.0,alumínio,manhã,junior,sem falha
106.0,2.910109643065786,70.0,3720.0,ferro,noite,senior,sem falha
96.0,1.1546947204546734,109.0,9730.0,alumínio,noite,senior,sem falha
84.0,4.321962255411495,90.0,4414.0,alumínio,tarde,pleno,sem falha
68.0,4.7167087269992285,,6964.0,ferro,noite,,sem falha
57.0,2.6406155772169786,119.0,1584.0,alumínio,noite,junior,sem falha
75.0,1.8263135326249738,117.0,790.0,alumínio,noite,pleno,sem falha
79.0,1.246883097585746,101.0,8183.0,ferro,tarde,junior,
56.0,0.3439269074629145,118.0,6225.0,aço,noite,senior,sem falha
,1.4156503733677275,137.0,9304.0,ferro,manhã,senior,sem falha
114.0,3.305755321732058,114.0,6768.0,alumínio,tarde,junior,falha
85.0,2.7147229634151335,101.0,,ferro,manhã,senior,sem falha
74.0,4.725802263576544,73.0,3808.0,aço,tarde,pleno,sem falha
86.0,2.041758586209333,134.0,6476.0,alumínio,manhã,senior,sem falha
50.0,3.4999303774091337,140.0,8030.0,alumínio,noite,senior,sem falha
64.0,2.497681462628095,142.0,737.0,aço,tarde,junior,sem falha
,2.6116234580286375,134.0,5966.0,aço,manhã,pleno,sem falha
62.0,1.412094141560176,149.0,6893.0,alumínio,tarde,pleno,sem falha
57.0,2.329258806525799,87.0,3108.0,aço,manhã,senior,sem falha
54.0,2.4068464853622658,123.0,7316.0,ferro,noite,senior,sem falha
109.0,3.5625483565697764,116.0,,aço,tarde,pleno,falha
50.0,4.709135996011958,75.0,5700.0,ferro,tarde,pleno,sem falha
85.0,1.7136742596642711,135.0,1499.0,alumínio,manhã,junior,sem falha
84.0,0.3067822960483624,78.0,8103.0,,manhã,senior,sem falha
115.0,2.531846114953135,137.0,1605.0,alumínio,noite,senior,sem falha
,2.7678605275309263,92.0,5942.0,alumínio,manhã,pleno,falha
72.0,0.9253587005463848,112.0,8541.0,alumínio,manhã,junior,sem falha
58.0,3.8262765707527273,120.0,5420.0,aço,manhã,pleno,sem falha
83.0,4.926152631363309,141.0,8827.0,aço,noite,senior,
95.0,4.7342961133414585,94.0,6543.0,alumínio,noite,,falha
,1.0658195902358958,149.0,3649.0,aço,tarde,senior,sem falha
79.0,4.3892798755137274,104.0,7052.0,aço,noite,senior,sem falha
52.0,3.5520188184172556,,8749.0,,,junior,
63.0,,87.0,2838.0,aço,tarde,senior,sem falha
109.0,2.7489938721911726,96.0,3469.0,alumínio,noite,pleno,sem falha
94.0,4.263040857414045,84.0,4235.0,alumínio,noite,junior,sem falha
83.0,2.4526612042280287,138.0,8083.0,alumínio,manhã,junior,sem falha
94.0,1.9287161086151219,149.0,3511.0,alumínio,manhã,,sem falha
110.0,2.516912715827331,84.0,5735.0,aço,noite,junior,falha
65.0,2.9377360397717407,111.0,4169.0,aço,tarde,senior,sem falha
115.0,1.0264805035139095,103.0,6351.0,ferro,manhã,junior,sem falha
89.0,4.514447878308254,117.0,3285.0,ferro,noite,junior,sem falha
66.0,3.403516049265108,77.0,3338.0,alumínio,noite,pleno,sem falha
83.0,3.203017694953696,79.0,8552.0,ferro,manhã,pleno,sem falha
65.0,0.5875315082851269,74.0,5837.0,aço,tarde,pleno,sem falha
109.0,3.0604522970457,117.0,9539.0,aço,tarde,junior,falha
115.0,0.6927072449686125,95.0,2673.0,ferro,tarde,,sem falha
115.0,0.4856186084574554,92.0,6953.0,ferro,manhã,pleno,sem falha
62.0,2.6838233886477276,131.0,225.0,aço,manhã,pleno,sem falha
105.0,2.0736491168278257,82.0,9521.0,ferro,manhã,junior,falha
80.0,2.985170323765494,78.0,1406.0,aço,tarde,senior,sem falha
83.0,0.5371886234804691,,2201.0,aço,tarde,pleno,sem falha
88.0,2.2118170079515664,126.0,235.0,ferro,manhã,,sem falha
116.0,0.9564549037212741,93.0,7411.0,ferro,manhã,junior,sem falha
57.0,4.936790421028171,102.0,1559.0,alumínio,manhã,senior,sem falha
104.0,2.8496360409323547,89.0,4331.0,alumínio,tarde,pleno,sem falha
76.0,3.4684406186102503,129.0,7756.0,alumínio,noite,,
102.0,1.6945495753447786,117.0,912.0,alumínio,noite,junior,sem falha
88.0,0.5642206824187864,133.0,8000.0,alumínio,tarde,junior,sem falha
114.0,4.88176722763933,99.0,9143.0,aço,manhã,senior,falha
66.0,1.502669273377598,142.0,7668.0,ferro,manhã,pleno,sem falha
79.0,2.176660107350514,,970.0,aço,manhã,junior,sem falha
102.0,3.2843332163426178,83.0,8926.0,alumínio,manhã,junior,
62.0,0.2210167586619453,,768.0,alumínio,tarde,junior,sem falha
70.0,4.070269739534706,140.0,1393.0,ferro,noite,junior,sem falha
68.0,2.72923313114024,128.0,8560.0,aço,noite,pleno,sem falha
102.0,1.4632642166372287,,9152.0,alumínio,tarde,,sem falha
68.0,0.4018791279330993,113.0,8773.0,alumínio,manhã,junior,
106.0,0.896242235824763,101.0,3490.0,alumínio,noite,junior,sem falha
74.0,4.485665908381841,80.0,9553.0,alumínio,tarde,junior,sem falha
80.0,3.4615186972858663,71.0,8394.0,aço,manhã,senior,sem falha
104.0,1.3245184360207605,137.0,5649.0,aço,noite,senior,sem falha
72.0,0.4214437482306448,86.0,4987.0,,tarde,senior,sem falha
81.0,3.4840150306945183,109.0,4434.0,aço,noite,,
111.0,2.904797857242049,115.0,5784.0,alumínio,noite,senior,falha
59.0,2.0821456698453518,73.0,9173.0,ferro,tarde,pleno,sem falha
103.0,1.881696101031313,107.0,6850.0,ferro,tarde,senior,sem falha
101.0,,132.0,2335.0,ferro,noite,junior,sem falha
69.0,3.381095157033837,98.0,5083.0,aço,noite,pleno,sem falha
,4.8562733361899655,88.0,7852.0,alumínio,tarde,junior,sem falha
63.0,0.9610047046004467,98.0,5119.0,ferro,manhã,pleno,sem falha
99.0,3.0258714380759666,104.0,8141.0,ferro,manhã,senior,falha
77.0,2.178506773155284,139.0,2677.0,aço,manhã,senior,sem falha
102.0,2.2887747365488584,92.0,775.0,aço,manhã,pleno,sem falha
73.0,1.3453216726262907,115.0,2539.0,ferro,tarde,pleno,sem falha
71.0,4.143160890740954,113.0,9973.0,alumínio,manhã,junior,sem falha
79.0,2.4777524603214816,117.0,5687.0,alumínio,noite,pleno,sem falha
112.0,,121.0,6045.0,alumínio,manhã,junior,falha
53.0,1.5933284727068964,77.0,9568.0,ferro,tarde,pleno,sem falha
108.0,0.9908614817680538,124.0,4867.0,aço,manhã,pleno,sem falha
57.0,0.5209609021938204,135.0,7104.0,alumínio,manhã,senior,sem falha
61.0,3.5991837905320883,146.0,7828.0,ferro,tarde,senior,sem falha
80.0,1.0615479802704926,109.0,6709.0,ferro,manhã,junior,sem falha
83.0,3.481369235525109,100.0,5034.0,aço,tarde,junior,sem falha
98.0,2.012844585630074,117.0,3748.0,alumínio,manhã,junior,sem falha
106.0,2.1372965248492926,130.0,7231.0,ferro,tarde,pleno,falha
75.0,2.3989697308545814,121.0,1412.0,alumínio,manhã,pleno,sem falha
67.0,1.901771689824962,107.0,9365.0,alumínio,noite,junior,sem falha
87.0,0.5930378883906915,105.0,4199.0,alumínio,noite,pleno,
99.0,1.6171958690139445,124.0,1754.0,ferro,tarde,senior,
57.0,3.352298367400299,82.0,6118.0,alumínio,tarde,pleno,sem falha
90.0,3.362343567197468,106.0,1385.0,aço,tarde,senior,sem falha
55.0,,116.0,7952.0,ferro,noite,junior,sem falha
118.0,2.3545028701326713,140.0,8826.0,ferro,tarde,pleno,falha
93.0,1.0478914172584937,91.0,7146.0,alumínio,manhã,junior,
113.0,1.1308231994961955,108.0,5280.0,alumínio,tarde,senior,sem falha
78.0,0.21293073319237632,,1479.0,alumínio,tarde,,sem falha
77.0,4.494058094547949,99.0,745.0,ferro,manhã,,sem falha
60.0,,87.0,8315.0,aço,manhã,senior,sem falha
114.0,1.2149159969886705,87.0,5512.0,aço,noite,junior,sem falha
68.0,1.4700470199611462,143.0,4752.0,ferro,manhã,senior,
58.0,0.7242995513076022,108.0,6934.0,aço,manhã,junior,sem falha
,,95.0,4551.0,alumínio,tarde,junior,
83.0,0.4682004705701742,140.0,6203.0,ferro,noite,junior,sem falha
93.0,0.7575918889991163,,7184.0,aço,manhã,senior,sem falha
117.0,3.2593079602914554,138.0,4224.0,ferro,noite,senior,sem falha
64.0,1.7643370403590697,134.0,464.0,aço,manhã,pleno,sem falha
100.0,3.5689443508358267,115.0,,ferro,noite,junior,sem falha
62.0,2.8313812488836962,87.0,8700.0,aço,,junior,sem falha
98.0,1.3545037480014142,82.0,7533.0,,tarde,,sem falha
119.0,3.2890569573977078,94.0,1414.0,ferro,noite,junior,sem falha
105.0,0.6697410334351153,77.0,5372.0,ferro,noite,junior,sem falha
100.0,2.7284108770921494,143.0,318.0,ferro,manhã,,sem falha
86.0,,101.0,4803.0,ferro,noite,junior,sem falha
66.0,1.41258055580546,86.0,5231.0,alumínio,manhã,pleno,sem falha
107.0,3.059624488923551,148.0,1639.0,ferro,noite,pleno,sem falha
78.0,4.369534602467384,148.0,3533.0,ferro,noite,junior,sem falha
82.0,4.994633028839076,117.0,1702.0,ferro,,junior,sem falha
109.0,3.0780375668427804,132.0,2804.0,aço,tarde,pleno,sem falha
104.0,2.083058784212934,109.0,5164.0,ferro,noite,pleno,falha
59.0,,84.0,3748.0,alumínio,tarde,junior,sem falha
96.0,1.3597708380360478,75.0,1205.0,ferro,noite,junior,sem falha
72.0,2.449329392933852,132.0,5836.0,aço,manhã,pleno,sem falha
70.0,1.8996607362754756,77.0,5912.0,,noite,pleno,
62.0,4.577691160862226,101.0,2588.0,ferro,noite,junior,sem falha
82.0,1.904647791512977,114.0,8908.0,ferro,tarde,,sem falha
73.0,1.929878496612634,121.0,2518.0,ferro,tarde,junior,sem falha
60.0,1.9793191109264874,148.0,127.0,ferro,manhã,senior,sem falha
66.0,4.199439030801525,82.0,8307.0,aço,manhã,junior,sem falha
117.0,3.2888627721498196,93.0,8624.0,ferro,manhã,junior,falha
96.0,3.1094273665625742,109.0,8077.0,aço,noite,junior,
74.0,1.7373008096809248,83.0,4761.0,aço,manhã,pleno,sem falha
70.0,4.107730466478953,144.0,4649.0,alumínio,manhã,junior,sem falha
61.0,0.28798292064293557,139.0,4053.0,aço,tarde,junior,sem falha
86.0,4.366906144456754,131.0,4361.0,ferro,tarde,,sem falha
91.0,2.6124745089902555,130.0,8223.0,ferro,manhã,senior,falha
66.0,2.0514261508307228,70.0,5073.0,ferro,manhã,senior,sem falha
97.0,2.53611967551666,135.0,8536.0,ferro,noite,pleno,falha
77.0,3.3703360996157725,101.0,1456.0,alumínio,noite,junior,sem falha
90.0,0.16255058993769708,82.0,9234.0,,tarde,senior,sem falha
,4.370604096645414,102.0,3567.0,alumínio,manhã,senior,sem falha
67.0,2.289023674025825,101.0,7064.0,alumínio,manhã,pleno,sem falha
62.0,1.7805359465303834,125.0,7167.0,aço,manhã,senior,sem falha
62.0,0.7774032716068798,93.0,1845.0,alumínio,manhã,senior,sem falha
80.0,2.2533803343563665,73.0,3979.0,aço,manhã,pleno,sem falha
51.0,2.531981579293457,92.0,3877.0,ferro,noite,senior,sem falha
65.0,2.0778688030180414,98.0,2215.0,aço,noite,junior,sem falha
58.0,3.425434459751796,90.0,6357.0,aço,,pleno,sem falha
87.0,2.1623929909202078,99.0,2367.0,alumínio,noite,junior,sem falha
103.0,4.810946131448209,89.0,2367.0,ferro,noite,junior,sem falha
105.0,3.0364598373356,85.0,9788.0,ferro,manhã,pleno,falha
94.0,4.056641884694354,136.0,7186.0,alumínio,noite,senior,falha
83.0,0.6358439252364464,118.0,4581.0,aço,manhã,pleno,sem falha
58.0,2.0467273354349382,127.0,7565.0,alumínio,noite,senior,sem falha
57.0,1.7505537370910484,113.0,1029.0,aço,manhã,junior,sem falha
56.0,2.8904637018693,94.0,7873.0,alumínio,,senior,sem falha
85.0,4.319456248300986,92.0,3424.0,alumínio,noite,junior,sem falha
67.0,0.4838572670338327,128.0,4687.0,ferro,noite,junior,sem falha
52.0,0.4556165104190829,70.0,456.0,ferro,tarde,junior,sem falha
77.0,4.266556769972235,84.0,4410.0,ferro,manhã,pleno,sem falha
119.0,1.1429654215879514,,4164.0,alumínio,manhã,senior,sem falha
93.0,3.3768909468040875,127.0,5599.0,ferro,manhã,senior,falha
70.0,2.7601028485679455,110.0,3941.0,ferro,manhã,senior,sem falha
77.0,4.181178614947425,,9118.0,alumínio,noite,junior,sem falha
103.0,0.7129356581983773,73.0,5433.0,,noite,pleno,sem falha
,0.7359365320407952,146.0,6771.0,aço,tarde,senior,sem falha
114.0,,137.0,7159.0,ferro,manhã,senior,
70.0,4.737255401456017,76.0,765.0,aço,tarde,pleno,sem falha
,2.133489016016696,115.0,6953.0,ferro,tarde,senior,
106.0,1.7020162912480055,78.0,653.0,alumínio,tarde,pleno,sem falha
98.0,3.0727776836696408,102.0,8619.0,alumínio,,pleno,falha
103.0,4.659198142670652,102.0,7145.0,ferro,tarde,senior,falha
59.0,4.200946380938656,73.0,9480.0,aço,noite,pleno,sem falha
102.0,4.977869692592778,134.0,7383.0,ferro,noite,pleno,falha
93.0,,103.0,249.0,alumínio,tarde,senior,sem falha
96.0,0.653004909092535,148.0,2953.0,ferro,noite,junior,sem falha
102.0,3.086392040496448,133.0,2836.0,alumínio,noite,,sem falha
95.0,4.120824552735863,94.0,1056.0,,tarde,senior,sem falha
62.0,1.4976972773031563,124.0,5280.0,aço,noite,junior,sem falha
86.0,1.272134331367672,78.0,8707.0,alumínio,noite,pleno,sem falha
73.0,3.9561814169678846,86.0,2745.0,aço,manhã,senior,sem falha
51.0,0.37627108388083474,90.0,3874.0,,tarde,junior,sem falha
63.0,1.9099749731546671,129.0,5113.0,alumínio,manhã,junior,sem falha
59.0,2.578465190702416,82.0,184.0,alumínio,manhã,senior,sem falha
84.0,2.845708504316585,72.0,2035.0,ferro,tarde,senior,sem falha
74.0,3.670214268284607,137.0,9708.0,aço,manhã,junior,
52.0,1.8387440448102255,73.0,9362.0,ferro,manhã,senior,sem falha
66.0,3.1021532889055754,76.0,9813.0,ferro,noite,junior,sem falha
61.0,2.968339571675686,95.0,6849.0,aço,manhã,senior,sem falha
103.0,2.783318893203361,144.0,1601.0,ferro,tarde,junior,
73.0,,93.0,6669.0,alumínio,noite,senior,sem falha
78.0,1.3713009382335741,79.0,2573.0,ferro,noite,senior,sem falha
92.0,0.514778892564682,82.0,835.0,alumínio,noite,senior,sem falha
,0.6844311929947428,113.0,2938.0,aço,tarde,pleno,
109.0,1.2004536750041155,108.0,2662.0,ferro,tarde,senior,sem falha
114.0,2.550969884061648,88.0,4006.0,aço,tarde,junior,sem falha
77.0,,120.0,1372.0,alumínio,manhã,junior,sem falha
65.0,3.5363373762330825,,4936.0,ferro,manhã,pleno,sem falha
96.0,3.966298960590031,145.0,1962.0,alumínio,noite,pleno,sem falha
107.0,1.819780557237848,121.0,4326.0,alumínio,noite,pleno,sem falha
76.0,2.0828033340778958,116.0,9114.0,alumínio,tarde,senior,sem falha
102.0,2.029041241354003,99.0,642.0,aço,tarde,senior,sem falha
91.0,1.0401786035820575,115.0,6309.0,aço,manhã,junior,sem falha
108.0,0.39996162490350295,145.0,2865.0,aço,manhã,junior,sem falha
96.0,2.9954888548534115,90.0,7368.0,ferro,tarde,senior,falha
83.0,4.947161748760872,144.0,984.0,alumínio,tarde,junior,sem falha
86.0,0.917465554256288,117.0,3749.0,aço,manhã,senior,sem falha
55.0,0.32875561750644144,131.0,6990.0,alumínio,noite,pleno,sem falha
56.0,3.919705240937272,,3671.0,aço,noite,senior,sem falha
74.0,1.3376714327551487,87.0,,alumínio,manhã,senior,sem falha
82.0,4.165254646229349,128.0,5956.0,aço,manhã,senior,sem falha
104.0,3.5492896684691257,117.0,3766.0,aço,noite,junior,sem falha
107.0,4.7338003315489425,132.0,8666.0,aço,manhã,senior,falha
56.0,2.103743455207693,81.0,657.0,aço,noite,senior,sem falha
106.0,3.3436522133081077,103.0,9572.0,alumínio,noite,senior,falha
61.0,2.3777884259850266,130.0,6140.0,aço,manhã,pleno,sem falha
65.0,3.1898846168118635,122.0,1228.0,aço,tarde,senior,sem falha
92.0,2.303034639437913,94.0,1460.0,aço,tarde,senior,sem falha
56.0,1.0242980074779668,131.0,5520.0,alumínio,tarde,senior,sem falha
100.0,2.5886973384165666,73.0,9392.0,aço,tarde,junior,falha
81.0,2.690062587043468,82.0,9826.0,alumínio,tarde,pleno,sem falha
57.0,4.071958856474789,111.0,5449.0,ferro,tarde,pleno,sem falha
94.0,,118.0,2725.0,alumínio,tarde,senior,sem falha
108.0,3.352578957313076,147.0,,ferro,manhã,senior,
53.0,0.6555967682076055,125.0,157.0,aço,manhã,junior,sem falha
116.0,3.631019824252204,116.0,9419.0,aço,tarde,senior,falha
78.0,2.5514952661371226,77.0,8603.0,alumínio,manhã,junior,sem falha
78.0,4.4810877269201805,124.0,,aço,noite,senior,sem falha
77.0,4.60736757723966,87.0,2837.0,aço,tarde,junior,sem falha
93.0,0.3702672939487488,104.0,5593.0,alumínio,noite,pleno,sem falha
53.0,4.121143645736946,101.0,3977.0,aço,manhã,senior,sem falha
58.0,,,,ferro,tarde,junior,sem falha
54.0,1.8991311659056112,76.0,6886.0,ferro,noite,junior,sem falha
105.0,2.757269880543288,82.0,5608.0,aço,manhã,senior,falha
99.0,0.8256939132729245,138.0,1531.0,aço,tarde,junior,sem falha
64.0,3.7569376815884765,111.0,1875.0,ferro,tarde,senior,sem falha
81.0,0.140938050443479,100.0,9610.0,aço,,senior,sem falha
77.0,0.9261353373267805,143.0,4307.0,,noite,junior,sem falha
71.0,2.9459044662820313,95.0,9620.0,alumínio,noite,junior,sem falha
66.0,3.600499053982733,145.0,4485.0,ferro,manhã,junior,sem falha
108.0,4.591551203200189,101.0,6451.0,aço,noite,pleno,falha
106.0,3.5569335944796574,121.0,4074.0,aço,noite,senior,sem falha
75.0,3.3917184242488436,89.0,6005.0,ferro,noite,senior,sem falha
74.0,2.0322716171182553,109.0,4777.0,ferro,tarde,pleno,sem falha
59.0,0.10629368508132693,128.0,4565.0,aço,noite,pleno,sem falha
94.0,0.6887803678045475,146.0,8511.0,aço,noite,junior,sem falha
60.0,2.719317269304592,,3402.0,aço,manhã,senior,sem falha
102.0,3.408136440637657,113.0,7045.0,alumínio,,pleno,falha
117.0,2.1454965910926664,117.0,2402.0,alumínio,noite,pleno,sem falha
77.0,3.6803271564891125,112.0,,ferro,manhã,senior,sem falha
114.0,2.6571252471276763,85.0,5066.0,ferro,manhã,,falha
,0.4634633584121298,104.0,3826.0,alumínio,manhã,senior,sem falha
96.0,1.0408796297429495,122.0,2142.0,alumínio,tarde,junior,sem falha
101.0,4.21599129389532,103.0,8814.0,ferro,noite,pleno,falha
103.0,3.6520724584597537,72.0,3098.0,alumínio,noite,junior,sem falha
109.0,4.484333736361226,137.0,8071.0,ferro,noite,senior,falha
106.0,0.6760305206925892,,1009.0,aço,manhã,senior,sem falha
96.0,4.952090419613862,79.0,4233.0,ferro,manhã,pleno,sem falha
80.0,1.1260928983546747,121.0,1980.0,alumínio,manhã,junior,sem falha
95.0,0.15772139380454586,98.0,2660.0,alumínio,tarde,junior,sem falha
75.0,4.987372401362415,100.0,7627.0,alumínio,manhã,junior,sem falha
54.0,1.4772620386810547,135.0,5796.0,ferro,tarde,senior,sem falha
101.0,3.373295317311544,145.0,3172.0,alumínio,noite,pleno,sem falha
103.0,0.9657433394638956,138.0,4576.0,ferro,manhã,junior,sem falha
82.0,2.9431198077757945,106.0,4589.0,aço,tarde,senior,sem falha
99.0,,96.0,4591.0,aço,tarde,senior,sem falha
87.0,1.6688877203993493,102.0,8836.0,alumínio,manhã,junior,sem falha
76.0,3.3842444826173605,137.0,6955.0,ferro,,pleno,sem falha
64.0,1.020727585112241,128.0,7501.0,ferro,manhã,pleno,sem falha
110.0,,133.0,3197.0,alumínio,tarde,,sem falha
70.0,1.7486067239057999,113.0,3605.0,ferro,noite,senior,sem falha
95.0,1.1349204670809634,118.0,1184.0,alumínio,,senior,sem falha
,1.6345920484478125,122.0,652.0,,noite,junior,sem falha
,0.9763212356882168,143.0,5660.0,aço,manhã,senior,sem falha
87.0,4.5193889284056254,118.0,1253.0,alumínio,,senior,sem falha
111.0,,135.0,5573.0,ferro,noite,junior,falha
111.0,1.3018685943744002,132.0,2345.0,alumínio,noite,senior,sem falha
95.0,2.2971984209780714,94.0,1786.0,aço,manhã,,sem falha
62.0,1.6706272173518284,73.0,5935.0,aço,tarde,junior,sem falha
52.0,3.7476543436852974,120.0,793.0,ferro,manhã,junior,sem falha
55.0,4.858977568238923,80.0,7638.0,alumínio,manhã,senior,sem falha
57.0,2.2463649178184695,86.0,8191.0,ferro,,junior,sem falha
93.0,4.3190636598639776,135.0,5935.0,ferro,tarde,senior,falha
