,buying,maint,doors,persons,lug_boot,safety,category
1072,2.0,3.0,5more,more,0.0,3.0,acc
1073,2.0,3.0,5more,more,1.0,1.0,unacc
1074,2.0,3.0,5more,more,1.0,2.0,acc
1075,2.0,3.0,5more,more,1.0,3.0,acc
1076,2.0,3.0,5more,more,2.0,1.0,unacc
1077,2.0,3.0,5more,more,2.0,2.0,acc
1078,2.0,3.0,5more,more,2.0,3.0,acc
1079,,2.0,2,2,0.0,1.0,unacc
1080,2.0,2.0,2,2,0.0,2.0,unacc
1081,2.0,2.0,2,2,0.0,3.0,unacc
1082,2.0,2.0,2,2,1.0,1.0,unacc
1083,2.0,2.0,2,2,1.0,2.0,unacc
1084,2.0,2.0,2,2,1.0,3.0,unacc
1085,2.0,2.0,2,2,2.0,1.0,unacc
1086,2.0,2.0,2,2,2.0,2.0,unacc
1087,2.0,2.0,2,2,2.0,3.0,unacc
1088,2.0,2.0,2,4,0.0,1.0,unacc
1089,2.0,2.0,2,4,0.0,2.0,acc
1090,2.0,2.0,2,4,0.0,3.0,acc
1091,2.0,2.0,2,4,1.0,1.0,unacc
1092,2.0,2.0,2,4,1.0,2.0,acc
1093,2.0,2.0,2,4,1.0,3.0,acc
1094,2.0,2.0,2,4,2.0,1.0,unacc
1095,2.0,2.0,2,4,2.0,2.0,acc
1096,2.0,2.0,2,4,2.0,3.0,vgood
1097,2.0,2.0,,more,0.0,1.0,unacc
1098,2.0,2.0,2,more,0.0,2.0,unacc
1099,2.0,2.0,2,more,0.0,3.0,unacc
1100,2.0,2.0,2,more,1.0,1.0,unacc
1101,2.0,2.0,2,more,1.0,2.0,acc
1102,2.0,2.0,2,more,1.0,3.0,acc
1103,2.0,2.0,2,more,2.0,1.0,unacc
1104,2.0,2.0,2,more,2.0,2.0,acc
1105,2.0,2.0,2,more,2.0,3.0,vgood
1106,2.0,2.0,3,2,0.0,1.0,unacc
1107,2.0,2.0,3,2,0.0,2.0,unacc
1108,2.0,2.0,3,2,0.0,3.0,unacc
1109,2.0,2.0,3,2,1.0,1.0,unacc
1110,2.0,2.0,3,2,1.0,2.0,unacc
1111,2.0,2.0,3,2,1.0,3.0,unacc
1112,2.0,2.0,3,2,2.0,1.0,unacc
1113,2.0,2.0,3,2,2.0,2.0,unacc
1114,2.0,2.0,3,2,2.0,3.0,unacc
1115,2.0,2.0,3,4,0.0,1.0,unacc
1116,2.0,2.0,3,4,0.0,2.0,acc
1117,2.0,2.0,3,4,0.0,3.0,acc
1118,2.0,2.0,3,4,1.0,1.0,unacc
1119,2.0,2.0,3,4,1.0,2.0,acc
1120,2.0,2.0,3,4,1.0,3.0,acc
1121,2.0,2.0,3,4,2.0,1.0,unacc
1122,2.0,2.0,3,4,2.0,2.0,acc
1123,2.0,2.0,3,4,2.0,3.0,vgood
1124,2.0,2.0,3,more,0.0,1.0,unacc
1125,2.0,2.0,3,more,0.0,2.0,acc
1126,2.0,2.0,3,more,0.0,3.0,acc
1127,2.0,2.0,3,more,1.0,1.0,unacc
1128,2.0,2.0,3,more,1.0,2.0,acc
1129,2.0,2.0,3,more,1.0,3.0,vgood
1130,2.0,2.0,3,more,2.0,1.0,unacc
1131,2.0,2.0,3,more,2.0,2.0,acc
1132,2.0,2.0,3,more,2.0,3.0,vgood
1133,2.0,2.0,4,2,0.0,1.0,unacc
1134,2.0,2.0,4,2,0.0,2.0,unacc
1135,2.0,2.0,4,2,0.0,3.0,unacc
1136,2.0,2.0,4,2,1.0,1.0,unacc
1137,2.0,2.0,4,2,1.0,2.0,unacc
1138,2.0,2.0,4,2,1.0,3.0,unacc
1139,2.0,2.0,4,2,2.0,1.0,unacc
1140,2.0,2.0,4,2,2.0,2.0,unacc
1141,2.0,2.0,4,2,2.0,3.0,unacc
1142,2.0,2.0,4,4,0.0,1.0,unacc
1143,2.0,2.0,4,4,0.0,2.0,acc
1144,2.0,2.0,4,4,0.0,3.0,acc
1145,2.0,,4,4,1.0,1.0,unacc
1146,2.0,2.0,4,4,1.0,2.0,acc
1147,2.0,2.0,4,4,1.0,3.0,vgood
1148,2.0,2.0,4,4,2.0,1.0,unacc
1149,2.0,2.0,4,4,2.0,2.0,acc
1150,2.0,2.0,4,4,2.0,3.0,vgood
1151,2.0,2.0,4,more,0.0,1.0,unacc
1152,2.0,2.0,4,more,0.0,2.0,acc
1153,2.0,2.0,4,more,0.0,3.0,acc
1154,2.0,2.0,4,more,1.0,1.0,unacc
1155,2.0,2.0,4,more,1.0,2.0,acc
1156,2.0,2.0,4,more,1.0,3.0,vgood
1157,2.0,2.0,4,more,2.0,1.0,unacc
1158,2.0,2.0,4,more,2.0,2.0,acc
1159,2.0,2.0,4,more,2.0,3.0,vgood
1160,2.0,2.0,5more,2,0.0,1.0,unacc
1161,2.0,2.0,5more,2,0.0,2.0,unacc
1162,2.0,2.0,5more,2,0.0,3.0,unacc
1163,2.0,2.0,5more,2,1.0,1.0,unacc
1164,2.0,2.0,5more,2,1.0,2.0,unacc
1165,2.0,2.0,5more,2,1.0,3.0,unacc
1166,2.0,2.0,5more,2,2.0,1.0,unacc
1167,2.0,2.0,5more,2,2.0,2.0,unacc
1168,2.0,2.0,5more,2,2.0,3.0,unacc
1169,2.0,2.0,5more,4,0.0,1.0,unacc
1170,2.0,2.0,5more,4,0.0,2.0,acc
1171,2.0,2.0,5more,4,0.0,3.0,acc
1172,2.0,2.0,5more,4,1.0,1.0,unacc
1173,2.0,2.0,5more,4,1.0,2.0,acc
1174,2.0,2.0,5more,4,1.0,3.0,vgood
1175,2.0,2.0,5more,4,2.0,1.0,unacc
1176,2.0,2.0,5more,4,2.0,2.0,acc
1177,2.0,2.0,5more,4,2.0,3.0,vgood
1178,2.0,2.0,5more,more,0.0,1.0,unacc
1179,2.0,2.0,5more,more,0.0,2.0,acc
1180,2.0,2.0,5more,more,0.0,3.0,acc
1181,2.0,2.0,5more,more,1.0,1.0,unacc
1182,2.0,2.0,5more,more,1.0,2.0,acc
1183,2.0,2.0,5more,more,1.0,3.0,vgood
1184,2.0,2.0,5more,more,2.0,1.0,unacc
1185,2.0,2.0,5more,more,2.0,2.0,acc
1186,2.0,2.0,5more,more,2.0,3.0,vgood
1187,2.0,1.0,2,2,0.0,1.0,unacc
1188,2.0,1.0,2,2,0.0,2.0,unacc
1189,2.0,1.0,2,2,0.0,3.0,unacc
1190,2.0,1.0,2,2,1.0,1.0,unacc
1191,2.0,1.0,2,2,,2.0,unacc
1192,2.0,1.0,2,2,1.0,3.0,unacc
1193,2.0,1.0,2,2,2.0,1.0,unacc
1194,2.0,1.0,2,2,2.0,2.0,unacc
1195,2.0,1.0,2,2,2.0,3.0,unacc
1196,2.0,1.0,2,4,0.0,1.0,unacc
1197,2.0,1.0,2,4,0.0,2.0,acc
1198,2.0,1.0,2,4,0.0,3.0,good
1199,2.0,1.0,2,4,1.0,1.0,unacc
1200,2.0,1.0,2,4,1.0,2.0,acc
1201,2.0,1.0,2,4,1.0,3.0,
1202,2.0,1.0,2,4,2.0,1.0,unacc
1203,2.0,1.0,2,4,2.0,2.0,good
1204,2.0,1.0,2,4,2.0,3.0,vgood
1205,2.0,1.0,2,more,0.0,1.0,unacc
1206,2.0,1.0,2,more,0.0,2.0,unacc
1207,2.0,1.0,2,more,0.0,3.0,unacc
1208,2.0,1.0,2,more,1.0,1.0,unacc
1209,2.0,1.0,2,more,1.0,2.0,acc
1210,2.0,1.0,2,more,1.0,3.0,good
1211,2.0,1.0,2,more,2.0,1.0,unacc
1212,2.0,1.0,2,more,2.0,2.0,good
1213,2.0,1.0,2,more,2.0,3.0,vgood
1214,2.0,1.0,3,2,0.0,1.0,unacc
1215,2.0,1.0,3,2,0.0,2.0,unacc
1216,2.0,1.0,3,2,0.0,3.0,unacc
1217,2.0,1.0,3,2,1.0,1.0,unacc
1218,2.0,1.0,3,2,1.0,2.0,unacc
1219,2.0,1.0,3,2,1.0,3.0,unacc
1220,2.0,1.0,3,2,2.0,1.0,unacc
1221,2.0,1.0,3,2,2.0,2.0,unacc
1222,2.0,1.0,3,2,2.0,3.0,unacc
1223,2.0,1.0,3,4,0.0,1.0,unacc
1224,2.0,1.0,3,4,0.0,2.0,acc
1225,2.0,1.0,3,4,0.0,3.0,good
1226,2.0,1.0,3,4,1.0,1.0,unacc
1227,2.0,1.0,3,4,1.0,2.0,acc
1228,2.0,1.0,3,4,1.0,3.0,good
1229,2.0,1.0,3,4,2.0,1.0,unacc
1230,2.0,1.0,3,4,2.0,2.0,good
1231,2.0,1.0,3,4,2.0,3.0,vgood
1232,2.0,1.0,3,more,0.0,1.0,unacc
1233,2.0,1.0,3,more,0.0,2.0,acc
1234,2.0,1.0,3,more,0.0,3.0,good
1235,2.0,1.0,3,more,1.0,1.0,unacc
1236,2.0,1.0,3,more,1.0,2.0,good
1237,2.0,1.0,3,more,1.0,3.0,vgood
1238,2.0,1.0,3,more,2.0,1.0,unacc
1239,2.0,1.0,3,more,2.0,2.0,good
1240,2.0,1.0,3,more,2.0,3.0,vgood
1241,2.0,1.0,4,2,0.0,1.0,unacc
1242,2.0,1.0,4,2,0.0,2.0,unacc
1243,2.0,1.0,4,2,0.0,3.0,unacc
1244,2.0,1.0,4,2,1.0,1.0,unacc
1245,2.0,1.0,4,2,1.0,2.0,unacc
1246,2.0,1.0,4,2,1.0,3.0,unacc
1247,2.0,1.0,4,2,2.0,1.0,unacc
1248,2.0,1.0,4,2,2.0,2.0,unacc
1249,2.0,1.0,4,2,2.0,3.0,unacc
1250,2.0,1.0,4,4,0.0,1.0,unacc
1251,2.0,1.0,4,4,0.0,2.0,acc
1252,2.0,1.0,4,4,0.0,3.0,good
1253,2.0,1.0,4,4,1.0,1.0,unacc
1254,2.0,1.0,4,4,1.0,2.0,good
1255,2.0,1.0,4,4,1.0,3.0,vgood
1256,2.0,1.0,4,4,2.0,1.0,unacc
1257,2.0,1.0,4,4,2.0,2.0,good
1258,2.0,1.0,4,4,2.0,3.0,vgood
1259,2.0,1.0,4,more,0.0,1.0,unacc
1260,2.0,1.0,4,more,0.0,2.0,acc
1261,2.0,1.0,4,more,0.0,3.0,good
1262,2.0,1.0,4,more,1.0,1.0,unacc
1263,2.0,1.0,4,more,1.0,2.0,good
1264,2.0,1.0,4,more,1.0,3.0,vgood
1265,2.0,1.0,4,more,2.0,1.0,unacc
1266,2.0,1.0,4,more,2.0,2.0,good
1267,2.0,1.0,4,more,2.0,3.0,vgood
1268,2.0,1.0,5more,2,0.0,1.0,unacc
1269,2.0,1.0,5more,2,0.0,2.0,unacc
1270,2.0,1.0,5more,2,0.0,3.0,unacc
1271,2.0,1.0,5more,2,1.0,1.0,unacc
1272,2.0,1.0,5more,2,1.0,2.0,unacc
1273,2.0,1.0,5more,2,1.0,3.0,unacc
1274,2.0,1.0,5more,2,2.0,1.0,unacc
1275,2.0,1.0,5more,2,2.0,2.0,unacc
1276,2.0,1.0,5more,2,2.0,3.0,unacc
1277,2.0,1.0,5more,4,0.0,1.0,unacc
1278,,1.0,5more,4,0.0,2.0,acc
1279,2.0,1.0,5more,4,0.0,3.0,good
1280,2.0,1.0,5more,4,1.0,1.0,unacc
1281,2.0,1.0,5more,4,1.0,2.0,good
1282,2.0,1.0,5more,4,1.0,3.0,vgood
1283,2.0,1.0,5more,4,2.0,1.0,unacc
1284,2.0,1.0,5more,4,2.0,2.0,good
1285,2.0,1.0,5more,4,2.0,3.0,vgood
1286,2.0,1.0,5more,more,0.0,1.0,unacc
1287,2.0,1.0,5more,more,0.0,2.0,acc
1288,2.0,1.0,5more,more,0.0,3.0,good
1289,2.0,1.0,5more,more,1.0,1.0,unacc
1290,2.0,1.0,5more,more,1.0,2.0,good
1291,2.0,1.0,5more,more,1.0,3.0,vgood
1292,2.0,1.0,5more,more,2.0,1.0,unacc
1293,2.0,1.0,5more,more,2.0,2.0,good
1294,2.0,1.0,5more,more,2.0,3.0,vgood
1295,1.0,4.0,2,2,0.0,1.0,unacc
1296,1.0,4.0,2,2,0.0,2.0,unacc
1297,,4.0,2,2,0.0,3.0,unacc
1298,1.0,4.0,2,2,1.0,1.0,unacc
1299,1.0,4.0,2,2,1.0,2.0,unacc
1300,1.0,4.0,2,2,1.0,3.0,unacc
1301,1.0,4.0,2,2,2.0,1.0,unacc
1302,1.0,4.0,2,2,2.0,2.0,unacc
1303,1.0,4.0,2,2,2.0,3.0,unacc
1304,1.0,4.0,2,4,0.0,1.0,unacc
1305,1.0,4.0,2,4,0.0,2.0,unacc
1306,1.0,4.0,2,4,0.0,3.0,acc
1307,1.0,4.0,2,4,1.0,1.0,unacc
1308,1.0,4.0,2,4,1.0,2.0,unacc
1309,1.0,4.0,2,4,1.0,3.0,acc
1310,1.0,4.0,2,4,2.0,1.0,unacc
1311,1.0,4.0,2,4,2.0,2.0,acc
1312,1.0,4.0,2,4,2.0,3.0,acc
1313,1.0,4.0,2,more,0.0,1.0,unacc
1314,1.0,4.0,2,more,0.0,2.0,unacc
1315,1.0,4.0,2,more,0.0,3.0,unacc
1316,1.0,4.0,2,more,1.0,1.0,unacc
1317,1.0,4.0,2,more,1.0,2.0,unacc
1318,1.0,4.0,2,more,1.0,3.0,acc
1319,1.0,4.0,2,more,2.0,1.0,unacc
1320,1.0,4.0,2,more,2.0,2.0,acc
1321,1.0,4.0,2,more,2.0,3.0,acc
1322,1.0,4.0,3,2,0.0,1.0,unacc
1323,1.0,4.0,3,2,0.0,2.0,unacc
1324,1.0,4.0,3,2,0.0,3.0,
1325,1.0,4.0,3,2,1.0,1.0,unacc
1326,1.0,4.0,3,2,1.0,2.0,unacc
1327,1.0,4.0,3,2,1.0,3.0,unacc
1328,1.0,4.0,3,2,2.0,1.0,unacc
1329,1.0,4.0,3,2,2.0,2.0,unacc
1330,1.0,4.0,3,2,2.0,3.0,unacc
1331,1.0,4.0,3,4,0.0,1.0,unacc
1332,1.0,4.0,3,4,0.0,2.0,unacc
1333,1.0,4.0,3,4,0.0,3.0,acc
1334,1.0,4.0,3,4,1.0,1.0,unacc
1335,1.0,4.0,3,4,1.0,2.0,unacc
1336,1.0,4.0,3,4,1.0,3.0,acc
1337,1.0,4.0,3,4,2.0,1.0,unacc
1338,1.0,4.0,3,4,2.0,2.0,acc
1339,1.0,4.0,3,4,2.0,3.0,acc
1340,1.0,4.0,3,more,0.0,1.0,unacc
1341,1.0,4.0,3,more,0.0,2.0,unacc
1342,1.0,4.0,3,more,0.0,3.0,acc
1343,1.0,4.0,3,more,1.0,1.0,unacc
1344,1.0,4.0,3,more,1.0,2.0,acc
1345,1.0,4.0,3,more,1.0,3.0,acc
1346,1.0,4.0,3,more,2.0,1.0,unacc
1347,1.0,4.0,3,more,,2.0,acc
1348,1.0,4.0,3,more,2.0,3.0,acc
1349,1.0,4.0,4,2,0.0,1.0,unacc
1350,1.0,4.0,4,2,0.0,2.0,unacc
1351,1.0,4.0,4,2,0.0,3.0,unacc
1352,1.0,4.0,4,2,1.0,1.0,unacc
1353,1.0,4.0,4,2,1.0,2.0,unacc
1354,1.0,4.0,4,2,1.0,3.0,unacc
1355,1.0,4.0,4,2,2.0,1.0,unacc
1356,1.0,4.0,4,2,2.0,2.0,unacc
1357,1.0,4.0,4,2,2.0,3.0,unacc
1358,1.0,4.0,4,4,0.0,1.0,unacc
1359,1.0,4.0,4,4,0.0,2.0,unacc
1360,1.0,4.0,4,4,0.0,3.0,acc
1361,1.0,4.0,4,4,1.0,1.0,unacc
1362,1.0,4.0,4,4,1.0,2.0,acc
1363,1.0,4.0,4,4,1.0,3.0,acc
1364,1.0,4.0,4,4,2.0,1.0,unacc
1365,1.0,4.0,4,4,2.0,2.0,
1366,1.0,4.0,4,4,2.0,3.0,acc
1367,1.0,4.0,4,more,0.0,1.0,unacc
1368,1.0,4.0,4,more,0.0,2.0,unacc
1369,1.0,4.0,4,more,0.0,3.0,acc
1370,1.0,4.0,4,more,1.0,1.0,unacc
1371,1.0,4.0,4,more,1.0,2.0,acc
1372,1.0,4.0,4,more,1.0,3.0,acc
1373,1.0,4.0,4,more,2.0,1.0,unacc
1374,1.0,4.0,4,more,2.0,2.0,acc
1375,1.0,4.0,4,more,2.0,3.0,acc
1376,1.0,4.0,5more,2,0.0,1.0,unacc
1377,1.0,4.0,5more,2,0.0,2.0,unacc
1378,1.0,4.0,5more,2,0.0,3.0,unacc
1379,1.0,4.0,5more,2,1.0,1.0,unacc
1380,1.0,4.0,5more,2,1.0,2.0,unacc
1381,1.0,4.0,5more,2,1.0,3.0,unacc
1382,1.0,4.0,5more,2,2.0,1.0,unacc
1383,1.0,4.0,5more,2,2.0,2.0,unacc
1384,1.0,4.0,5more,2,2.0,3.0,unacc
1385,1.0,4.0,5more,4,0.0,1.0,unacc
1386,1.0,4.0,5more,4,0.0,2.0,unacc
1387,1.0,4.0,5more,4,0.0,3.0,acc
1388,1.0,4.0,5more,4,1.0,1.0,unacc
1389,1.0,4.0,5more,4,1.0,2.0,acc
1390,1.0,4.0,5more,4,1.0,3.0,acc
1391,1.0,4.0,5more,4,2.0,1.0,unacc
1392,1.0,4.0,5more,4,2.0,2.0,acc
1393,1.0,4.0,5more,4,2.0,3.0,acc
1394,1.0,4.0,5more,more,0.0,1.0,unacc
1395,1.0,4.0,5more,more,0.0,2.0,unacc
1396,1.0,4.0,5more,more,0.0,3.0,acc
1397,1.0,4.0,5more,more,1.0,1.0,unacc
1398,1.0,4.0,5more,more,1.0,2.0,acc
1399,1.0,4.0,5more,more,1.0,3.0,acc
1400,1.0,4.0,5more,more,2.0,1.0,unacc
1401,1.0,4.0,5more,more,2.0,2.0,acc
1402,1.0,4.0,5more,more,2.0,3.0,acc
1403,1.0,3.0,2,2,0.0,1.0,unacc
1404,1.0,3.0,2,2,0.0,2.0,unacc
1405,1.0,3.0,2,2,0.0,3.0,unacc
1406,1.0,3.0,2,2,1.0,1.0,unacc
1407,1.0,3.0,2,2,1.0,2.0,unacc
1408,1.0,3.0,2,2,1.0,3.0,unacc
1409,1.0,3.0,2,2,2.0,1.0,unacc
1410,1.0,3.0,2,2,2.0,2.0,unacc
1411,1.0,3.0,2,2,2.0,3.0,unacc
1412,1.0,3.0,2,4,,1.0,unacc
1413,1.0,3.0,2,4,0.0,2.0,acc
1414,1.0,3.0,2,4,0.0,3.0,acc
1415,1.0,3.0,2,4,1.0,1.0,unacc
1416,1.0,3.0,2,4,1.0,2.0,acc
1417,1.0,3.0,2,4,1.0,3.0,acc
1418,1.0,3.0,2,4,2.0,1.0,unacc
1419,1.0,3.0,2,4,2.0,2.0,acc
1420,1.0,3.0,2,4,2.0,3.0,vgood
1421,1.0,3.0,2,more,0.0,1.0,unacc
1422,1.0,3.0,2,more,0.0,2.0,unacc
1423,1.0,3.0,2,more,0.0,3.0,unacc
1424,1.0,3.0,2,more,1.0,1.0,unacc
1425,1.0,3.0,2,more,1.0,2.0,acc
1426,1.0,3.0,2,more,1.0,3.0,acc
1427,1.0,3.0,2,more,2.0,1.0,unacc
1428,1.0,3.0,2,more,2.0,2.0,acc
1429,1.0,3.0,2,more,2.0,3.0,vgood
1430,1.0,3.0,3,2,0.0,1.0,unacc
1431,1.0,3.0,3,2,0.0,2.0,unacc
1432,1.0,3.0,3,2,0.0,3.0,unacc
1433,1.0,3.0,3,2,1.0,1.0,unacc
1434,1.0,3.0,3,2,1.0,2.0,unacc
1435,1.0,3.0,3,2,1.0,3.0,unacc
1436,1.0,3.0,3,2,2.0,1.0,unacc
1437,1.0,3.0,3,2,2.0,2.0,unacc
1438,1.0,3.0,3,2,2.0,3.0,unacc
1439,1.0,3.0,3,4,0.0,1.0,unacc
1440,1.0,3.0,3,4,0.0,2.0,acc
1441,1.0,3.0,3,4,0.0,3.0,acc
1442,1.0,3.0,3,4,1.0,1.0,unacc
1443,1.0,3.0,3,4,1.0,2.0,acc
1444,1.0,3.0,3,4,1.0,3.0,acc
1445,1.0,3.0,3,4,2.0,1.0,unacc
1446,1.0,3.0,3,4,2.0,2.0,acc
1447,1.0,3.0,3,4,2.0,3.0,vgood
1448,1.0,3.0,3,more,0.0,1.0,unacc
1449,1.0,3.0,3,more,0.0,2.0,acc
1450,1.0,3.0,3,more,0.0,3.0,acc
1451,1.0,3.0,3,more,1.0,1.0,unacc
1452,1.0,3.0,3,more,1.0,2.0,acc
1453,1.0,3.0,3,more,1.0,3.0,vgood
1454,1.0,3.0,3,more,2.0,1.0,unacc
1455,1.0,3.0,3,more,2.0,2.0,acc
1456,1.0,3.0,3,more,2.0,3.0,vgood
1457,1.0,3.0,4,2,0.0,1.0,unacc
1458,1.0,3.0,4,2,0.0,2.0,unacc
1459,1.0,3.0,4,2,0.0,3.0,unacc
1460,1.0,3.0,4,2,1.0,1.0,unacc
1461,1.0,3.0,4,2,1.0,2.0,unacc
1462,1.0,3.0,4,2,1.0,3.0,unacc
1463,1.0,3.0,4,2,2.0,1.0,unacc
1464,1.0,3.0,4,2,2.0,2.0,unacc
1465,1.0,3.0,4,2,2.0,3.0,unacc
1466,1.0,3.0,4,4,0.0,1.0,unacc
1467,1.0,3.0,4,4,0.0,2.0,acc
1468,1.0,3.0,4,4,0.0,3.0,acc
1469,1.0,3.0,4,4,1.0,1.0,unacc
1470,1.0,3.0,4,4,1.0,2.0,acc
1471,1.0,3.0,4,4,1.0,3.0,vgood
1472,1.0,3.0,4,4,2.0,1.0,unacc
1473,1.0,3.0,4,4,2.0,2.0,acc
1474,1.0,3.0,4,4,2.0,3.0,vgood
1475,1.0,3.0,4,more,0.0,1.0,unacc
1476,1.0,3.0,4,more,0.0,2.0,acc
1477,1.0,3.0,4,more,0.0,3.0,acc
1478,1.0,3.0,4,more,1.0,1.0,unacc
1479,1.0,3.0,4,more,1.0,2.0,acc
1480,1.0,3.0,4,more,1.0,3.0,vgood
1481,1.0,3.0,4,more,2.0,1.0,unacc
1482,1.0,3.0,4,more,2.0,2.0,acc
1483,1.0,3.0,4,more,2.0,3.0,vgood
1484,1.0,3.0,5more,2,0.0,1.0,unacc
1485,1.0,3.0,5more,2,0.0,2.0,unacc
1486,1.0,3.0,5more,2,0.0,3.0,unacc
1487,1.0,3.0,5more,2,1.0,1.0,unacc
1488,1.0,3.0,5more,2,1.0,2.0,unacc
1489,1.0,3.0,5more,2,1.0,3.0,unacc
1490,1.0,3.0,5more,2,2.0,1.0,unacc
1491,1.0,3.0,5more,2,2.0,2.0,unacc
1492,1.0,3.0,5more,2,2.0,3.0,unacc
1493,1.0,3.0,5more,4,0.0,1.0,unacc
1494,1.0,3.0,5more,4,0.0,2.0,acc
1495,1.0,3.0,5more,4,0.0,3.0,acc
1496,1.0,3.0,5more,4,1.0,1.0,unacc
1497,1.0,3.0,5more,4,1.0,2.0,acc
1498,1.0,3.0,5more,4,1.0,3.0,vgood
1499,1.0,3.0,5more,4,2.0,1.0,unacc
1500,1.0,3.0,5more,4,2.0,2.0,acc
1501,1.0,3.0,5more,4,2.0,3.0,vgood
1502,1.0,3.0,5more,more,0.0,1.0,unacc
1503,1.0,3.0,5more,more,0.0,2.0,acc
1504,1.0,3.0,5more,more,0.0,3.0,acc
1505,1.0,3.0,5more,more,1.0,1.0,unacc
1506,1.0,3.0,5more,more,1.0,2.0,acc
1507,1.0,3.0,5more,more,1.0,3.0,vgood
1508,1.0,3.0,5more,more,2.0,1.0,unacc
1509,1.0,3.0,5more,more,2.0,2.0,acc
1510,1.0,3.0,5more,more,2.0,3.0,vgood
1511,1.0,2.0,2,2,0.0,1.0,unacc
1512,1.0,2.0,2,2,0.0,2.0,unacc
1513,1.0,2.0,2,2,0.0,3.0,unacc
1514,1.0,2.0,2,2,1.0,1.0,unacc
1515,1.0,2.0,2,2,1.0,2.0,unacc
1516,1.0,2.0,2,2,1.0,3.0,unacc
1517,1.0,2.0,2,2,2.0,1.0,unacc
1518,1.0,2.0,2,2,2.0,2.0,unacc
1519,1.0,2.0,2,2,2.0,3.0,unacc
1520,1.0,2.0,2,4,0.0,1.0,unacc
1521,1.0,2.0,2,4,0.0,2.0,acc
1522,1.0,2.0,2,4,0.0,3.0,good
1523,1.0,2.0,2,4,1.0,1.0,unacc
1524,1.0,2.0,2,4,1.0,2.0,acc
1525,1.0,2.0,2,4,1.0,3.0,good
1526,1.0,2.0,2,4,2.0,1.0,unacc
1527,1.0,2.0,2,4,2.0,2.0,good
1528,1.0,2.0,2,4,2.0,3.0,vgood
1529,1.0,2.0,2,more,0.0,1.0,unacc
1530,1.0,2.0,2,more,0.0,2.0,unacc
1531,1.0,2.0,2,more,0.0,3.0,unacc
1532,1.0,2.0,2,more,1.0,1.0,unacc
1533,1.0,2.0,2,more,1.0,2.0,acc
1534,1.0,2.0,2,more,1.0,3.0,good
1535,1.0,2.0,2,more,2.0,1.0,unacc
1536,1.0,2.0,2,more,2.0,2.0,good
1537,1.0,2.0,2,more,2.0,3.0,vgood
1538,1.0,2.0,3,2,0.0,1.0,unacc
1539,1.0,2.0,3,2,0.0,2.0,unacc
1540,1.0,2.0,3,2,0.0,3.0,unacc
1541,1.0,2.0,3,2,1.0,1.0,unacc
1542,1.0,2.0,3,2,1.0,2.0,unacc
1543,1.0,2.0,3,2,1.0,3.0,unacc
1544,1.0,2.0,3,2,2.0,1.0,unacc
1545,1.0,2.0,3,2,2.0,2.0,unacc
1546,1.0,2.0,3,2,2.0,3.0,unacc
1547,1.0,2.0,3,4,0.0,1.0,unacc
1548,1.0,2.0,3,4,0.0,2.0,acc
1549,1.0,2.0,3,4,0.0,3.0,good
1550,1.0,2.0,3,4,1.0,1.0,unacc
1551,1.0,2.0,3,4,1.0,2.0,acc
1552,1.0,2.0,3,4,1.0,3.0,good
1553,1.0,2.0,3,4,2.0,1.0,unacc
1554,1.0,2.0,3,4,2.0,2.0,good
1555,1.0,2.0,3,4,2.0,3.0,vgood
1556,1.0,2.0,3,more,0.0,1.0,unacc
1557,1.0,2.0,3,more,0.0,2.0,acc
1558,1.0,2.0,3,more,0.0,3.0,good
1559,1.0,2.0,3,more,1.0,1.0,unacc
1560,1.0,2.0,3,more,1.0,2.0,good
1561,1.0,2.0,3,more,1.0,3.0,vgood
1562,1.0,2.0,3,more,2.0,1.0,unacc
1563,1.0,2.0,3,more,2.0,2.0,good
1564,1.0,2.0,3,more,2.0,3.0,vgood
1565,1.0,2.0,4,2,0.0,1.0,unacc
1566,1.0,2.0,4,2,0.0,2.0,unacc
1567,1.0,2.0,4,2,0.0,3.0,unacc
1568,1.0,2.0,4,2,1.0,1.0,unacc
1569,1.0,2.0,4,2,1.0,2.0,unacc
1570,1.0,2.0,4,2,1.0,3.0,unacc
1571,1.0,2.0,4,2,2.0,1.0,unacc
1572,1.0,2.0,4,2,2.0,2.0,unacc
1573,1.0,2.0,4,2,2.0,3.0,unacc
1574,1.0,2.0,4,4,0.0,1.0,unacc
1575,1.0,2.0,4,4,0.0,2.0,acc
1576,1.0,2.0,4,4,0.0,3.0,good
1577,1.0,2.0,4,4,1.0,1.0,unacc
1578,1.0,2.0,4,4,1.0,2.0,good
1579,1.0,2.0,4,4,1.0,3.0,vgood
1580,1.0,2.0,4,4,2.0,1.0,unacc
1581,1.0,2.0,4,4,2.0,2.0,good
1582,1.0,2.0,4,4,2.0,3.0,vgood
1583,1.0,2.0,4,more,0.0,1.0,unacc
1584,1.0,2.0,4,more,0.0,2.0,acc
1585,1.0,2.0,4,more,0.0,3.0,good
1586,1.0,2.0,4,more,1.0,1.0,unacc
1587,1.0,2.0,4,more,1.0,2.0,good
1588,1.0,2.0,4,more,1.0,3.0,vgood
1589,1.0,2.0,4,more,2.0,1.0,unacc
1590,1.0,2.0,4,more,2.0,2.0,good
1591,1.0,2.0,4,more,2.0,3.0,vgood
1592,1.0,2.0,5more,2,0.0,1.0,unacc
